Name,Active substance,Date of authorisation / refusal,Status,Therapeutic area,url
Impulsor,milnacipran,2010-04-08,Refused,Fibromyalgia,index.jsp?curl=pages/medicines/human/medicines/001122/human_med_001313.jsp
Imvanex,modified vaccinia Ankara - Bavarian Nordic (MVA-BN) virus,2013-07-31,Authorised,Smallpox,index.jsp?curl=pages/medicines/human/medicines/002596/human_med_001666.jsp
Incivo,telaprevir,2011-09-19,Withdrawn,"Hepatitis C, Chronic",index.jsp?curl=pages/medicines/human/medicines/002313/human_med_001487.jsp
Increlex,mecasermin,2007-08-03,Authorised,Laron Syndrome,index.jsp?curl=pages/medicines/human/medicines/000704/human_med_000829.jsp
Incresync,alogliptin / pioglitazone,2013-09-19,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/002178/human_med_001694.jsp
Incruse,umeclidinium bromide,2014-04-28,Authorised,"Pulmonary Disease, Chronic Obstructive",index.jsp?curl=pages/medicines/human/medicines/002809/human_med_001755.jsp
Indimacis 125,igovomab,1996-10-04,Withdrawn,Ovarian Neoplasms  Radionuclide Imaging,index.jsp?curl=pages/medicines/human/medicines/000065/human_med_000830.jsp
Inductos,dibotermin alfa,2002-09-09,Suspended,"Fracture Fixation, Internal  Spinal Fusion  Tibial Fractures",index.jsp?curl=pages/medicines/human/medicines/000408/human_med_000831.jsp
Infanrix HepB,diphtheria toxoid / tetanus toxoid / pertussis toxoid / pertussis haemagglutin filamentous / pertactin / hepatitis B recombinant surface antigen,1997-07-30,Withdrawn,Diphtheria  Hepatitis B  Immunization  Tetanus  Whooping Cough,index.jsp?curl=pages/medicines/human/medicines/000126/human_med_000832.jsp
Infanrix Hexa,"diphtheria toxoid / tetanus toxoid / Bordetella pertussis antigens (pertussis toxoid, filamentous haemagglutinin, pertactin) / hepatitis B surface antigen / poliovirus (inactivated) (type-1 (Mahoney strain), type-2 (MEF-1 strain), type-3 (Saukett strain)) / Haemophilus influenzae type-b polysaccharide",2000-10-23,Authorised,"Diphtheria  Hepatitis B  Immunization  Meningitis, Haemophilus  Poliomyelitis  Tetanus  Whooping Cough",index.jsp?curl=pages/medicines/human/medicines/000296/human_med_000833.jsp
Infanrix Penta,"diphtheria toxoid / tetanus toxoid / Bordetella pertussis antigens (pertussis toxoid, filamentous haemagglutinin, pertactin) / hepatitis-B surface antigen / poliovirus (inactivated) (type 1 (Mahoney strain), type 2 (MEF-1 strain), type 3 (Saukett strain))",2000-10-23,Withdrawn,Diphtheria  Hepatitis B  Immunization  Poliomyelitis  Tetanus  Whooping Cough,index.jsp?curl=pages/medicines/human/medicines/000295/human_med_000834.jsp
Infergen,interferon alfacon-1,1999-02-01,Withdrawn,"Hepatitis C, Chronic",index.jsp?curl=pages/medicines/human/medicines/000186/human_med_000835.jsp
Inflectra,infliximab,2013-09-10,Authorised,"Arthritis, Psoriatic  Arthritis, Rheumatoid  Colitis, Ulcerative  Crohn Disease  Psoriasis  Spondylitis, Ankylosing",index.jsp?curl=pages/medicines/human/medicines/002778/human_med_001677.jsp
Inhixa,enoxaparin sodium,2016-09-15,Authorised,Venous Thromboembolism,index.jsp?curl=pages/medicines/human/medicines/004264/human_med_002020.jsp
Inlyta,axitinib,2012-09-03,Authorised,"Carcinoma, Renal Cell",index.jsp?curl=pages/medicines/human/medicines/002406/human_med_001573.jsp
INOmax,nitric oxide,2001-08-01,Authorised,"Hypertension, Pulmonary  Respiratory Insufficiency",index.jsp?curl=pages/medicines/human/medicines/000337/human_med_000836.jsp
Inovelon,rufinamide,2007-01-16,Authorised,Epilepsy,index.jsp?curl=pages/medicines/human/medicines/000660/human_med_000837.jsp
Instanyl,fentanyl citrate,2009-07-20,Authorised,Cancer  Pain,index.jsp?curl=pages/medicines/human/medicines/000959/human_med_000838.jsp
Insulatard,insulin human,2002-10-07,Authorised,Diabetes Mellitus,index.jsp?curl=pages/medicines/human/medicines/000441/human_med_000839.jsp
Insulin Human Winthrop,insulin human,2007-01-17,Authorised,Diabetes Mellitus,index.jsp?curl=pages/medicines/human/medicines/000761/human_med_000840.jsp
Insuman,insulin human,1997-02-21,Authorised,Diabetes Mellitus,index.jsp?curl=pages/medicines/human/medicines/000201/human_med_000841.jsp
Intanza,"influenza virus (inactivated, split) of the following strains:A/California/7/2009 (H1N1)pdm09 - like strain (A/California/7/2009, NYMC X-179A)A/Hong Kong/4801/2014 (H3N2) - like strain (A/Hong Kong/4801/2014, NYMC X-263B)B/Brisbane/60/2008 - like strain (B/Brisbane/60/2008, wild type)",2009-02-24,Authorised,"Immunization  Influenza, Human",index.jsp?curl=pages/medicines/human/medicines/000957/human_med_000842.jsp
Integrilin,eptifibatide,1999-07-01,Authorised,"Angina, Unstable  Myocardial Infarction",index.jsp?curl=pages/medicines/human/medicines/000230/human_med_000843.jsp
Intelence,etravirine,2008-08-28,Authorised,HIV Infections,index.jsp?curl=pages/medicines/human/medicines/000900/human_med_000844.jsp
Intrinsa,testosterone,2006-07-28,Withdrawn,"Sexual Dysfunctions, Psychological",index.jsp?curl=pages/medicines/human/medicines/000634/human_med_000845.jsp
IntronA,interferon alfa-2b,2000-03-09,Authorised,"Carcinoid Tumor  Hepatitis B, Chronic  Hepatitis C, Chronic  Leukemia, Hairy Cell  Leukemia, Myelogenous, Chronic, BCR-ABL Positive  Lymphoma, Follicular  Melanoma  Multiple Myeloma",index.jsp?curl=pages/medicines/human/medicines/000281/human_med_000846.jsp
Intuniv,guanfacine hydrochloride,2015-09-17,Authorised,Attention Deficit Disorder with Hyperactivity,index.jsp?curl=pages/medicines/human/medicines/003759/human_med_001910.jsp
Invanz,ertapenem sodium,2002-04-18,Authorised,"Community-Acquired Infections  Gram-Negative Bacterial Infections  Pneumonia, Bacterial  Staphylococcal Infections  Streptococcal Infections  Surgical Wound Infection",index.jsp?curl=pages/medicines/human/medicines/000389/human_med_000847.jsp
Invega,paliperidone,2007-06-25,Authorised,Psychotic Disorders  Schizophrenia,index.jsp?curl=pages/medicines/human/medicines/000746/human_med_000848.jsp
Invirase,saquinavir,1996-10-04,Authorised,HIV Infections,index.jsp?curl=pages/medicines/human/medicines/000113/human_med_000849.jsp
Invokana,canagliflozin,2013-11-15,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/002649/human_med_001707.jsp
Ioa,nomegestrol acetate / estradiol,2011-11-16,Withdrawn,Contraception,index.jsp?curl=pages/medicines/human/medicines/002068/human_med_001453.jsp
Ionsys,fentanyl hydrochloride,2006-01-24,Withdrawn,"Pain, Postoperative",index.jsp?curl=pages/medicines/human/medicines/002715/human_med_001931.jsp
Ionsys,fentanyl hydrochloride,2015-11-19,Authorised,"Pain, Postoperative",index.jsp?curl=pages/medicines/human/medicines/002715/human_med_001931.jsp
Ipreziv,azilsartan medoxomil,2011-12-07,Withdrawn,Hypertension,index.jsp?curl=pages/medicines/human/medicines/002517/human_med_001515.jsp
Irbesartan BMS,irbesartan,2007-01-19,Withdrawn,Hypertension,index.jsp?curl=pages/medicines/human/medicines/000786/human_med_000851.jsp
Irbesartan Hydrochlorothiazide BMS,irbesartan / hydrochlorothiazide,2007-01-19,Withdrawn,Hypertension,index.jsp?curl=pages/medicines/human/medicines/000784/human_med_000852.jsp
Irbesartan Hydrochlorothiazide Zentiva (previously Irbesartan Hydrochlorothiazide Winthrop),irbesartan / hydrochlorothiazide,2007-01-19,Authorised,Hypertension,index.jsp?curl=pages/medicines/human/medicines/000783/human_med_000853.jsp
Irbesartan Teva,irbesartan,2009-10-30,Authorised,Hypertension,index.jsp?curl=pages/medicines/human/medicines/001093/human_med_000855.jsp
Irbesartan Zentiva (previously Irbesartan Winthrop),irbesartan,2007-01-19,Authorised,Hypertension,index.jsp?curl=pages/medicines/human/medicines/000785/human_med_000856.jsp
Irbesartan/Hydrochlorothiazide Teva,irbesartan / hydrochlorothiazide,2009-11-26,Authorised,Hypertension,index.jsp?curl=pages/medicines/human/medicines/001112/human_med_001205.jsp
Iressa,gefitinib,2009-06-24,Authorised,"Carcinoma, Non-Small-Cell Lung",index.jsp?curl=pages/medicines/human/medicines/001016/human_med_000857.jsp
Iscover,clopidogrel,1998-07-15,Authorised,Acute Coronary Syndrome  Atrial Fibrillation  Myocardial Infarction  Peripheral Vascular Diseases  Stroke,index.jsp?curl=pages/medicines/human/medicines/000175/human_med_000858.jsp
Isentress,raltegravir,2007-12-20,Authorised,HIV Infections,index.jsp?curl=pages/medicines/human/medicines/000860/human_med_000859.jsp
Istodax,romidepsin,2013-02-12,Refused,"Lymphoma, Non-Hodgkin",index.jsp?curl=pages/medicines/human/medicines/002122/human_med_001590.jsp
Ivabradine Anpharm,ivabradine,2015-09-08,Authorised,Angina Pectoris,index.jsp?curl=pages/medicines/human/medicines/004187/human_med_001911.jsp
Ivabradine JensonR,ivabradine hydrochloride,2016-11-11,Authorised,Angina Pectoris  Heart Failure,index.jsp?curl=pages/medicines/human/medicines/004217/human_med_002041.jsp
Ivabradine Zentiva,ivabradine hydrochloride,2016-11-11,Authorised,Angina Pectoris  Heart Failure,index.jsp?curl=pages/medicines/human/medicines/004117/human_med_002035.jsp
Ivemend,fosaprepitant,2008-01-11,Authorised,Cancer  Vomiting,index.jsp?curl=pages/medicines/human/medicines/000743/human_med_000860.jsp
Ixense,apomorphine hydrochloride,2001-05-28,Withdrawn,Erectile Dysfunction,index.jsp?curl=pages/medicines/human/medicines/000328/human_med_000861.jsp
Ixiaro,"Japanese-encephalitis virus, inactivated (attenuated strain SA14-14-2 grown in vero cells)",2009-03-31,Authorised,"Encephalitis, Japanese  Immunization",index.jsp?curl=pages/medicines/human/medicines/000963/human_med_000862.jsp
Izba,travoprost,2014-02-20,Authorised,"Glaucoma, Open-Angle  Ocular Hypertension",index.jsp?curl=pages/medicines/human/medicines/002738/human_med_001727.jsp
Jakavi,ruxolitinib (as phosphate),2012-08-23,Authorised,Myeloproliferative Disorders,index.jsp?curl=pages/medicines/human/medicines/002464/human_med_001568.jsp
Jalra,vildagliptin,2008-11-19,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/001048/human_med_000863.jsp
Janumet,sitagliptin / metformin hydrochloride,2008-07-16,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/000861/human_med_000864.jsp
Januvia,sitagliptin,2007-03-21,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/000722/human_med_000865.jsp
Jardiance,empagliflozin,2014-05-22,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/002677/human_med_001764.jsp
Javlor,vinflunine,2009-09-21,Authorised,"Carcinoma, Transitional Cell  Urologic Neoplasms",index.jsp?curl=pages/medicines/human/medicines/000983/human_med_000866.jsp
Jentadueto,linagliptin / metformin,2012-07-20,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/002279/human_med_001574.jsp
Jetrea,ocriplasmin,2013-03-13,Authorised,Retinal Diseases,index.jsp?curl=pages/medicines/human/medicines/002381/human_med_001629.jsp
Jevtana,cabazitaxel,2011-03-17,Authorised,Prostatic Neoplasms,index.jsp?curl=pages/medicines/human/medicines/002018/human_med_001428.jsp
Jinarc,tolvaptan,2015-05-27,Authorised,"Polycystic Kidney, Autosomal Dominant",index.jsp?curl=pages/medicines/human/medicines/002788/human_med_001857.jsp
Kadcyla,trastuzumab emtansine,2013-11-15,Authorised,Breast Neoplasms,index.jsp?curl=pages/medicines/human/medicines/002389/human_med_001712.jsp
Kaletra,lopinavir / ritonavir,2001-03-20,Authorised,HIV Infections,index.jsp?curl=pages/medicines/human/medicines/000368/human_med_000867.jsp
Kalydeco,ivacaftor,2012-07-23,Authorised,Cystic Fibrosis,index.jsp?curl=pages/medicines/human/medicines/002494/human_med_001575.jsp
Kanuma,sebelipase alfa,2015-08-28,Authorised,"Lipid Metabolism, Inborn Errors",index.jsp?curl=pages/medicines/human/medicines/004004/human_med_001896.jsp
Karvea,irbesartan,1997-08-27,Authorised,Hypertension,index.jsp?curl=pages/medicines/human/medicines/000142/human_med_000868.jsp
Karvezide,irbesartan / hydrochlorothiazide,1998-10-16,Authorised,Hypertension,index.jsp?curl=pages/medicines/human/medicines/000221/human_med_000869.jsp
Kengrexal,cangrelor,2015-03-23,Authorised,Acute Coronary Syndrome  Vascular Surgical Procedures,index.jsp?curl=pages/medicines/human/medicines/003773/human_med_001852.jsp
Kentera (previously Oxybutynin Nicobrand),oxybutynin,2004-06-15,Authorised,"Urinary Incontinence, Urge",index.jsp?curl=pages/medicines/human/medicines/000532/human_med_000870.jsp
Kepivance,palifermin,2005-10-25,Withdrawn,Mucositis,index.jsp?curl=pages/medicines/human/medicines/000609/human_med_000871.jsp
Keppra,levetiracetam,2000-09-29,Authorised,Epilepsy,index.jsp?curl=pages/medicines/human/medicines/000277/human_med_000872.jsp
Ketek,telithromycin,2001-07-09,Authorised,"Bronchitis, Chronic  Community-Acquired Infections  Pharyngitis  Pneumonia, Bacterial  Sinusitis  Tonsillitis",index.jsp?curl=pages/medicines/human/medicines/000354/human_med_000873.jsp
Ketoconazole HRA,ketoconazole,2014-11-19,Authorised,Cushing Syndrome,index.jsp?curl=pages/medicines/human/medicines/003906/human_med_001814.jsp
Keytruda,pembrolizumab,2015-07-17,Authorised,Melanoma,index.jsp?curl=pages/medicines/human/medicines/003820/human_med_001886.jsp
Kineret,anakinra,2002-03-08,Authorised,"Arthritis, Rheumatoid",index.jsp?curl=pages/medicines/human/medicines/000363/human_med_000874.jsp
Kinzalkomb,telmisartan / hydrochlorothiazide,2002-04-19,Authorised,Hypertension,index.jsp?curl=pages/medicines/human/medicines/000415/human_med_000875.jsp
Kinzalmono (previously Telmisartan Boehringer Ingelheim Pharma KG),telmisartan,1998-12-16,Authorised,Hypertension,index.jsp?curl=pages/medicines/human/medicines/000211/human_med_000876.jsp
Kiovig,human normal immunoglobulin (IVIg),2006-01-19,Authorised,"Bone Marrow Transplantation  Guillain-Barre Syndrome  Immunologic Deficiency Syndromes  Mucocutaneous Lymph Node Syndrome  Purpura, Thrombocytopenic, Idiopathic",index.jsp?curl=pages/medicines/human/medicines/000628/human_med_000877.jsp
Kisplyx,lenvatinib mesilate,2016-08-25,Authorised,"Carcinoma, Renal Cell",index.jsp?curl=pages/medicines/human/medicines/004224/human_med_002021.jsp
Kivexa,abacavir / lamivudine,2004-12-17,Authorised,HIV Infections,index.jsp?curl=pages/medicines/human/medicines/000581/human_med_000878.jsp
Kogenate Bayer,octocog alfa,2000-08-04,Authorised,Hemophilia A,index.jsp?curl=pages/medicines/human/medicines/000275/human_med_000879.jsp
Kolbam,cholic acid,2015-11-20,Authorised,"Metabolism, Inborn Errors",
Komboglyze,metformin hydrochloride / saxagliptin hydrochloride,2011-11-24,Authorised,"Diabetes Mellitus, Type 2",index.jsp?curl=pages/medicines/human/medicines/002059/human_med_001516.jsp
Kovaltry,octocog alfa,2016-02-18,Authorised,Hemophilia A,index.jsp?curl=pages/medicines/human/medicines/003825/human_med_001959.jsp
Krystexxa,pegloticase,2013-01-08,Withdrawn,Gout,index.jsp?curl=pages/medicines/human/medicines/002208/human_med_001591.jsp
Kuvan,sapropterin dihydrochloride,2008-12-02,Authorised,Phenylketonurias,index.jsp?curl=pages/medicines/human/medicines/000943/human_med_000880.jsp
Kynamro,mipomersen sodium,2013-05-29,Refused,Hypercholesterolemia,index.jsp?curl=pages/medicines/human/medicines/002429/human_med_001622.jsp
Kyprolis,carfilzomib,2015-11-19,Authorised,Multiple Myeloma,index.jsp?curl=pages/medicines/human/medicines/003790/human_med_001932.jsp
Labazenit,budesonide / salmeterol,2013-09-06,Refused,Asthma,index.jsp?curl=pages/medicines/human/medicines/002201/human_med_001648.jsp
Lamivudine Teva,lamivudine,2009-10-23,Authorised,"Hepatitis B, Chronic",index.jsp?curl=pages/medicines/human/medicines/001113/human_med_000881.jsp
Lamivudine Teva Pharma B.V.,lamivudine,2009-12-10,Authorised,HIV Infections,index.jsp?curl=pages/medicines/human/medicines/001111/human_med_001206.jsp
Lamivudine/Zidovudine Teva,lamivudine / zidovudine,2011-02-28,Authorised,HIV Infections,index.jsp?curl=pages/medicines/human/medicines/001236/human_med_001413.jsp
Lantus,insulin glargine,2000-06-09,Authorised,Diabetes Mellitus,index.jsp?curl=pages/medicines/human/medicines/000284/human_med_000882.jsp
Lartruvo,olaratumab,2016-11-09,Authorised,Sarcoma,index.jsp?curl=pages/medicines/human/medicines/004216/human_med_002036.jsp
Latuda,lurasidone,2014-03-21,Authorised,Schizophrenia,index.jsp?curl=pages/medicines/human/medicines/002713/human_med_001737.jsp
Laventair,umeclidinium bromide / vilanterol,2014-05-08,Authorised,"Pulmonary Disease, Chronic Obstructive",index.jsp?curl=pages/medicines/human/medicines/003754/human_med_001756.jsp
Leflunomide medac,leflunomide,2010-07-27,Authorised,"Arthritis, Rheumatoid",index.jsp?curl=pages/medicines/human/medicines/001227/human_med_001368.jsp
Leflunomide ratiopharm,leflunomide,2010-11-29,Authorised,"Arthritis, Rheumatoid",index.jsp?curl=pages/medicines/human/medicines/002035/human_med_001402.jsp
Leflunomide Teva,leflunomide,2011-03-10,Withdrawn,"Arthritis, Rheumatoid",index.jsp?curl=pages/medicines/human/medicines/002356/human_med_001421.jsp
Leflunomide Winthrop,leflunomide,2010-01-08,Authorised,"Arthritis, Psoriatic  Arthritis, Rheumatoid",index.jsp?curl=pages/medicines/human/medicines/001129/human_med_001260.jsp
Leganto,rotigotine,2011-06-16,Authorised,Parkinson Disease  Restless Legs Syndrome,index.jsp?curl=pages/medicines/human/medicines/002380/human_med_001458.jsp
Lemtrada,alemtuzumab,2013-09-12,Authorised,Multiple Sclerosis,index.jsp?curl=pages/medicines/human/medicines/003718/human_med_001678.jsp
Lenvima,lenvatinib mesylate,2015-05-28,Authorised,Thyroid Neoplasms,index.jsp?curl=pages/medicines/human/medicines/003727/human_med_001864.jsp
LeukoScan,sulesomab,1997-02-14,Authorised,Osteomyelitis  Radionuclide Imaging,index.jsp?curl=pages/medicines/human/medicines/000111/human_med_000883.jsp
Levemir,insulin detemir,2004-06-01,Authorised,Diabetes Mellitus,index.jsp?curl=pages/medicines/human/medicines/000528/human_med_000884.jsp
Levetiracetam Accord,levetiracetam,2011-10-03,Authorised,Epilepsy,index.jsp?curl=pages/medicines/human/medicines/002290/human_med_001500.jsp
