,Product,EU Designation,Designated Orphan Indication,Sponsor,Designation date,TradenameEU Centralised NrImplemented on,drug_qid,indication,doid,hpo,ordo,mesh,indication_qid_doid,indication_qid_ordo,indication_qid_mesh
487,Defibrotide,EU/3/13/1201,Prevention of graft-versus-host disease,Gentium S.r.I.,13/11/2013,,Q3704725,graftversushost disease,,,,D006086,,,Q1194520
488,Delta-9-tetrahydrocannabinol and cannabidiol from extracts of the Cannabis sativa L. plant,EU/3/16/1621,Treatment of glioma,GW Research Ltd,17/02/2016,,Q15427841,glioma,http://purl.obolibrary.org/obo/DOID_3070,http://purl.obolibrary.org/obo/HP_0009733,http://www.orpha.net/ORDO/Orphanet_182067,D005910,Q1365309,Q1365309,Q18556612
489,Denileukin diftitox,EU/3/01/075,Treatment of cutaneous T-cell lymphoma,Eisai Limited,11/12/2001,,Q1187179,cutaneos tcell lymphoma,http://purl.obolibrary.org/obo/DOID_0060061,http://purl.obolibrary.org/obo/HP_0012192,,D016410,Q5196687,,Q5196687
490,Desipramine hydrochloride,EU/3/09/643,Treatment of Rett syndrome,ORPHELIA Pharma SA,12/06/2009,,Q27106387,rett syndrome,http://purl.obolibrary.org/obo/DOID_1206,,http://www.orpha.net/ORDO/Orphanet_778,D015518,Q917357,,Q917357
491,Dexamethasone sodium phosphate encapsulated in human autologous erythrocytes,EU/3/13/1158,Treatment of ataxia telangiectasia,Erydel S.p.A.,17/07/2013,,,ataxia telangiectasia,http://purl.obolibrary.org/obo/DOID_12704,,,D001260,Q387082,,Q387082
492,Dexamethasone sodium phosphate encapsulated in human erythrocytes,EU/3/04/230,Treatment of cystic fibrosis,Erydel S.p.A.,20/10/2004,,,cystic fibrosis,http://purl.obolibrary.org/obo/DOID_1485,,http://www.orpha.net/ORDO/Orphanet_586,D003550,Q178194,,Q178194
493,Diacerein,EU/3/14/1236,Treatment of epidermolysis bullosa,Medpace Finland OY,19/02/2014,,Q413178,epidermolysis bullosa,http://purl.obolibrary.org/obo/DOID_2730,,,D004820,Q923020,,Q923020
494,Diaspirin cross-linked haemoglobin,EU/3/14/1378,Treatment of hepatocellular carcinoma,New B Innovation (UK) Limited,19/11/2014,,,hepatocellular carcinoma,http://purl.obolibrary.org/obo/DOID_684,http://purl.obolibrary.org/obo/HP_0001402,http://www.orpha.net/ORDO/Orphanet_88673,D006528,Q1148337,,Q1148337
495,Diaspirin cross-linked haemoglobin,EU/3/16/1628,Treatment of oesophageal cancer,New B Innovation (UK) Limited,21/03/2016,,,oesophageal cancer,,,,,,,
496,Diclofenamide,EU/3/16/1616,Treatment of periodic paralysis,Prof. Michael Hanna,17/02/2016,,Q3706987,periodic paralysis,,http://purl.obolibrary.org/obo/HP_0003768,http://www.orpha.net/ORDO/Orphanet_206976,,,,
497,Diclofenamide,EU/3/16/1677,Treatment of periodic paralysis,Sun Pharmaceutical Industries Europe BV,27/06/2016,,Q3706987,periodic paralysis,,http://purl.obolibrary.org/obo/HP_0003768,http://www.orpha.net/ORDO/Orphanet_206976,,,,
498,Dimethyl fumarate,EU/3/16/1698,Treatment of bullous pemphigoid,Immungenetics AG,14/07/2016,,Q418123,bullos pemphigoid,http://purl.obolibrary.org/obo/DOID_8506,,http://www.orpha.net/ORDO/Orphanet_703,D010391,Q1004647,,Q1004647
499,dimethyl sulfoxide,EU/3/05/263,Treatment of severe closed traumatic brain injury,AOP Orphan Pharmaceuticals AG,03/03/2005,,Q4161663,severe closed traumatic brain injury,,,,,,,
500,Dinaciclib,EU/3/11/901,Treatment of chronic lymphocytic leukaemia,Merck Sharp & Dohme Limited,27/09/2011,,Q15723091,chronic lymphocytic leukemia,http://purl.obolibrary.org/obo/DOID_1040,http://purl.obolibrary.org/obo/HP_0005550,,D015451,Q1088156,,Q1088156
501,"Dipalmitoylphosphatidylcholine, 1-palmitoyl-2-oleoyl-sn-glycero-3-phosphoglycerol, sodium salt, synthetic surfactant protein C analogue and synthetic surfactant protein B analogue",EU/3/12/982,Treatment of respiratory distress syndrome in premature neonates of less than 37 weeks of gestational age,Chiesi Farmaceutici S.P.A.,02/04/2012,,,respiratory distress syndrome in premature neonates of less than 37 weeks of gestational age,,,,,,,
502,DNA plasmid encoding a recombinant fusion protein consisting of the extracellular domain of human TNFa p55 receptor linked to the human IgG1 Fc domain,EU/3/16/1619,Treatment of non-infectious uveitis,Eyevensys SA,17/02/2016,,,noninfectios uveitis,,,,,,,
503,Donor lymphocyte preparation depleted of functional alloreactive T-cells,EU/3/08/561,Prevention of Graft-versus-Host disease,Kiadis Pharma Netherlands B.V.,05/09/2008,,Q162867,graftversushost disease,,,,D006086,,,Q1194520
504,Donor T lymphocytes depleted ex vivo of host alloreactive T cells using photodynamic treatment,EU/3/14/1356,Treatment of acute myeloid leukaemia,Kiadis Pharma Netherlands B.V.,19/11/2014,,,acute myeloid leukemia,http://purl.obolibrary.org/obo/DOID_9119,http://purl.obolibrary.org/obo/HP_0004808,http://www.orpha.net/ORDO/Orphanet_519,D015470,Q264118,,Q264118
505,Donor T lymphocytes depleted ex vivo of host alloreactive T cells using photodynamic treatment,EU/3/16/1678,Treatment in haematopoietic stem cell transplantation,Kiadis Pharma Netherlands B.V.,27/06/2016,,,hematopoietic stem cell transplantation,,,,D018380,,,
506,Doxorubicin,EU/3/15/1513,Treatment of hepatoblastoma,Double Bond Pharmaceutical AB,28/07/2015,,Q18936,hepatoblastoma,http://purl.obolibrary.org/obo/DOID_687,http://purl.obolibrary.org/obo/HP_0002884,http://www.orpha.net/ORDO/Orphanet_449,D018197,Q1607658,,Q1607658
507,Doxorubicin (administered after synthetic double-stranded siRNA oligonucleotide directed against claudin-5 complexed with polyethyleneimine),EU/3/12/1006,Treatment of glioma,Avena Therapeutics Ltd,28/11/2012,,,glioma,http://purl.obolibrary.org/obo/DOID_3070,http://purl.obolibrary.org/obo/HP_0009733,http://www.orpha.net/ORDO/Orphanet_182067,D005910,Q1365309,Q1365309,Q18556612
508,Doxorubicin hydrochloride (drug eluting beads),EU/3/07/507,Treatment of glioma,Biocompatibles UK Limited,29/11/2007,,,glioma,http://purl.obolibrary.org/obo/DOID_3070,http://purl.obolibrary.org/obo/HP_0009733,http://www.orpha.net/ORDO/Orphanet_182067,D005910,Q1365309,Q1365309,Q18556612
509,Doxorubicin hydrochloride in a lipid-based pegylated nanoparticle modified with a 31-aminoacid peptide targeting nucleolin,EU/3/16/1814,Treatment of malignant mesothelioma,"TREAT U, S.A.",12/01/2017,,,malignant mesothelioma,http://purl.obolibrary.org/obo/DOID_1790,http://purl.obolibrary.org/obo/HP_0100001,,,Q1077603,,
510,Doxorubicin hydrochloride (in heat-sensitive liposomes),EU/3/10/833,Treatment of hepatocellular carcinoma,Biological Consulting Europe Ltd,23/02/2011,,Q27259647,hepatocellular carcinoma,http://purl.obolibrary.org/obo/DOID_684,http://purl.obolibrary.org/obo/HP_0001402,http://www.orpha.net/ORDO/Orphanet_88673,D006528,Q1148337,,Q1148337
511,Doxorubicin hydrochloride (liposomal),EU/3/06/410,Treatment of soft tissue sarcoma,GP-Pharm S.A.,27/10/2006,,,soft tissue sarcoma,,http://purl.obolibrary.org/obo/HP_0030448,http://www.orpha.net/ORDO/Orphanet_3394,D012509,,,Q18975788
512,Doxorubicin polyisohexylcyanoacrylate nanoparticles,EU/3/04/229,Treatment of the hepatocellular carcinoma,Onxeo,21/10/2004,,,the hepatocellular carcinoma,,,,,,,
513,Doxorubicin(6-maleimidocaproyl)hydrazone,EU/3/14/1258,Treatment of soft tissue sarcoma,Pharma Gateway AB,26/03/2014,,,soft tissue sarcoma,,http://purl.obolibrary.org/obo/HP_0030448,http://www.orpha.net/ORDO/Orphanet_3394,D012509,,,Q18975788
514,Doxycycline hyclate,EU/3/12/955,Treatment of familial amyloid polyneuropathy,Giampaolo Merlini,02/04/2012,,Q27116248,familial amyloid polyneuropathy,http://purl.obolibrary.org/obo/DOID_0050638,,,D028227,Q2844603,,
515,Doxycycline hyclate,EU/3/12/961,Treatment of systemic amyloidosis caused by beta-2 microglobulin,Giampaolo Merlini,05/03/2012,,Q27116248,systemic amyloidosis caused by beta2 microglobulin,,,,,,,
516,Drotrecogin alfa (activated),EU/3/08/565,Treatment of acute respiratory distress syndrome,Savara ApS,22/09/2008,,,acute respiratory distress syndrome,,,,D012128,,,Q7315912
517,"Dry extract from birch bark (DER 0.1-0.2:1), extraction solvent n-heptane 95% (V/V)",EU/3/10/845,Treatment of epidermolysis bullosa,Birken AG,23/02/2011,,,epidermolysis bullosa,http://purl.obolibrary.org/obo/DOID_2730,,,D004820,Q923020,,Q923020
518,Duramycin,EU/3/02/120,Treatment of cystic fibrosis,AOP Orphan Pharmaceuticals AG,13/11/2002,,,cystic fibrosis,http://purl.obolibrary.org/obo/DOID_1485,,http://www.orpha.net/ORDO/Orphanet_586,D003550,Q178194,,Q178194
519,E. Coli heat-shock protein 70 with bovine retinal S-antigen,EU/3/05/346,Treatment of autoimmune uveitis,Biotech Tools SA,24/01/2006,,,autoimmune uveitis,,,,,,,
520,((E)-1-(4'-chlorophenyl)-3-(4-hydroxy-3-metoxyphenyl)prop-2-en-1-one),EU/3/14/1384,Treatment of WHIM syndrome,Centre National de la Recherche Scientifique (CNRS),16/12/2014,,,whim syndrome,http://purl.obolibrary.org/obo/DOID_0060591,,http://www.orpha.net/ORDO/Orphanet_51636,,Q1258463,,
521,"(E)-(1S,4S,10S,21R)-7-[(Z)-ethylidene]-4,21-diisopropyl-2-oxa-12,13-dithia-5,8,20,23- tetraazabicyclo[8.7.6]tricos-16-ene-3,6,9,19,22-pentone",EU/3/05/279,Treatment of cutaneous T-cell lymphoma,Celgene Europe Limited,27/05/2005,,,cutaneos tcell lymphoma,http://purl.obolibrary.org/obo/DOID_0060061,http://purl.obolibrary.org/obo/HP_0012192,,D016410,Q5196687,,Q5196687
522,"(E)-(1S,4S,10S,21R)-7-[(Z)-ethylidene]-4,21-diisopropyl-2-oxa-12,13-dithia-5,8,20,23- tetraazabicyclo[8.7.6]tricos-16-ene-3,6,9,19,22-pentone",EU/3/05/328,"Treatment of peripheral T-cell lymphoma (nodal, other extranodal and leukaemic/disseminated)",Celgene Europe Limited,28/10/2005,,,"peripheral tcell lymphoma (nodal, other extranodal and leukemic/disseminated)",,,,,,,
523,"(E)-2,4,6-trimethoxystyryl-3-carboxymethylamino-4-methoxybenzyl-sulfone sodium salt",EU/3/12/987,Treatment of myelodysplastic syndromes,Onconova Europe GmbH,26/04/2012,,,myelodysplastic syndromes,,,,D009190,,,Q954625
524,"(E)-(6-((N-methyl-((3-methylbenzofuran-2-yl)methyl)amino)-3-oxoprop-1-en-1-yl)-2-oxo-3,4-dihydro-1,8-naphthyridin-1(2H)-yl)methyl phosphate, bis ethanolamine salt",EU/3/16/1737,Treatment of osteomyelitis,Voisin Consulting S.A.R.L.,14/10/2016,,,osteomyelitis,http://purl.obolibrary.org/obo/DOID_1019,http://purl.obolibrary.org/obo/HP_0002754,,D010019,Q938983,,Q938983
525,Ecopipam,EU/3/09/717,Treatment of Lesch-Nyhan disease,Dr Alain Munoz,03/02/2010,,Q5333851,leschnyhan disease,,,,D007926,,,Q727436
526,Ecothiopate iodide,EU/3/15/1474,Treatment of Stargardt's disease,Dorian Regulatory Affairs BV,24/04/2015,,,stargardts disease,,,,,,,
527,Ecteinascidin 743,EU/3/01/039,Treatment of soft tissue sarcoma,Pharma Mar S.A.,30/05/2001,YondelisEU/1/07/41720/09/2007,Q2637746,soft tissue sarcoma,,http://purl.obolibrary.org/obo/HP_0030448,http://www.orpha.net/ORDO/Orphanet_3394,D012509,,,Q18975788
528,Eculizumab,EU/3/03/166,Treatment of paroxysmal nocturnal haemoglobinuria,Alexion Europe SAS,17/10/2003,SolirisEU/1/07/39322/06/2007,Q421617,paroxysmal nocturnal hemoglobinuria,http://purl.obolibrary.org/obo/DOID_0060284,http://purl.obolibrary.org/obo/HP_0004818,http://www.orpha.net/ORDO/Orphanet_231527,D006457,Q1479494,,Q1479494
529,Eculizumab,EU/3/09/653,Treatment of atypical haemolytic uremic syndrome,Alexion Europe SAS,24/07/2009,SolirisEU/1/07/39329/11/2011,Q421617,atypical hemolytic uremic syndrome,,,,D065766,,,Q17165460
530,Eculizumab,EU/3/13/1185,Treatment of neuromyelitis optica,Alexion Europe SAS,05/08/2013,,Q421617,neuromyelitis optica,http://purl.obolibrary.org/obo/DOID_8869,,http://www.orpha.net/ORDO/Orphanet_71211,D009471,Q611458,,Q611458
531,Eculizumab,EU/3/14/1238,Prevention of delayed graft function after solid organ transplantation,Alexion Europe SAS,19/02/2014,,Q421617,delayed graft function after solid organ transplantation,,,,,,,
532,Eculizumab,EU/3/14/1254,Prevention of graft rejection following solid organ transplantation,Alexion Europe SAS,26/03/2014,,Q421617,graft rejection following solid organ transplantation,,,,,,,
533,Eculizumab,EU/3/14/1304,Treatment of myasthenia gravis,Alexion Europe SAS,29/07/2014,,Q421617,myasthenia gravis,http://purl.obolibrary.org/obo/DOID_437,,http://www.orpha.net/ORDO/Orphanet_589,D009157,Q8285,Q8285,Q8285
534,Edaravone,EU/3/14/1399,Treatment of amyotrophic lateral sclerosis,Treeway B.V.,16/12/2014,,Q335099,amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/DOID_332,http://purl.obolibrary.org/obo/HP_0007354,http://www.orpha.net/ORDO/Orphanet_803,D000690,Q206901,Q21124521,Q206901
535,Edaravone,EU/3/15/1510,Treatment of amyotrophic lateral sclerosis,Mitsubishi Tanabe Pharma Europe Ltd.,19/06/2015,,Q335099,amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/DOID_332,http://purl.obolibrary.org/obo/HP_0007354,http://www.orpha.net/ORDO/Orphanet_803,D000690,Q206901,Q21124521,Q206901
536,Eflornithine,EU/3/10/779,Treatment of familial adenomatous polyposis,Cancer Prevention Pharma Limited,20/09/2010,,Q424751,familial adenomatos polyposis,http://purl.obolibrary.org/obo/DOID_0050424,,http://www.orpha.net/ORDO/Orphanet_733,D011125,Q1369011,,Q1369011
537,Eflornithine,EU/3/11/902,Treatment of neuroblastoma,Cancer Prevention Pharma Limited,27/09/2011,,Q424751,neuroblastoma,http://purl.obolibrary.org/obo/DOID_769,http://purl.obolibrary.org/obo/HP_0003006,http://www.orpha.net/ORDO/Orphanet_635,D009447,Q938205,Q938205,Q938205
538,Eflornithine,EU/3/16/1679,Treatment of glioma,Orbus Therapeutics Limited,27/06/2016,,Q424751,glioma,http://purl.obolibrary.org/obo/DOID_3070,http://purl.obolibrary.org/obo/HP_0009733,http://www.orpha.net/ORDO/Orphanet_182067,D005910,Q1365309,Q1365309,Q18556612
539,Eflornithine in combination with sulindac,EU/3/12/1086,Treatment of familial adenomatous polyposis,Cancer Prevention Pharma Limited,24/01/2013,,,familial adenomatos polyposis,http://purl.obolibrary.org/obo/DOID_0050424,,http://www.orpha.net/ORDO/Orphanet_733,D011125,Q1369011,,Q1369011
540,Eicosapentaenoic acid,EU/3/09/666,Treatment of familial adenomatous polyposis,S.L.A. Pharma (UK) Limited,08/10/2009,,Q409990,familial adenomatos polyposis,http://purl.obolibrary.org/obo/DOID_0050424,,http://www.orpha.net/ORDO/Orphanet_733,D011125,Q1369011,,Q1369011
541,Elafin,EU/3/07/443,Treatment of pulmonary arterial hypertension and chronic thromboembolic pulmonary hypertension,Proteo Biotech AG,20/03/2007,,,pulmonary arterial hypertension and chronic thromboembolic pulmonary hypertension,,,,,,,
542,Emtricitabine,EU/3/14/1420,Treatment of Aicardi-Gouti&egrave;res syndrome,Dr Yanick Crow,15/01/2015,,Q422604,aicardigoti&egrave;res syndrome,,,,,,,
543,Encapsulated human retinal pigment epithelial cell line transfected with plasmid vector expressing human ciliary neurotrophic factor,EU/3/12/1072,Treatment of macular telangiectasia type 2,Enpharma Ltd,08/11/2012,,,macular telangiectasia type 2,,,,,,,
544,Encapsulated human retinal pigment epithelial cell line transfected with plasmid vector expressing human ciliary neurotrophic factor,EU/3/12/1098,Treatment of retinitis pigmentosa,Enpharma Ltd,24/01/2013,,,retinitis pigmentosa,http://purl.obolibrary.org/obo/DOID_10584,http://purl.obolibrary.org/obo/HP_0000510,http://www.orpha.net/ORDO/Orphanet_791,D012174,Q847057,Q847057,Q847057
545,Enoxacin,EU/3/15/1459,Treatment of amyotrophic lateral sclerosis,Dr Regenold GmbH Development·Regulatory·Market Access,19/03/2015,,Q1639616,amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/DOID_332,http://purl.obolibrary.org/obo/HP_0007354,http://www.orpha.net/ORDO/Orphanet_803,D000690,Q206901,Q21124521,Q206901
546,Entinostat,EU/3/10/732,Treatment of Hodgkin's lymphoma,Syndax Limited,10/06/2010,,Q1281020,hodgkins lymphoma,http://purl.obolibrary.org/obo/DOID_8567,http://purl.obolibrary.org/obo/HP_0012189,http://www.orpha.net/ORDO/Orphanet_98293,D006689,Q209369,Q209369,Q18557991
547,Entolimod,EU/3/15/1607,Treatment of acute radiation syndrome,TMC Pharma Services Ltd,11/01/2016,,,acute radiation syndrome,,,,D054508,,,Q275459
548,Enzastaurin hydrochloride,EU/3/05/343,Treatment of glioma,Isabelle Ramirez,23/12/2005,,Q27282481,glioma,http://purl.obolibrary.org/obo/DOID_3070,http://purl.obolibrary.org/obo/HP_0009733,http://www.orpha.net/ORDO/Orphanet_182067,D005910,Q1365309,Q1365309,Q18556612
549,Enzastaurin hydrochloride,EU/3/07/442,Treatment of diffuse large B cell lymphoma,Isabelle Ramirez,20/03/2007,,Q27282481,diffuse large b cell lymphoma,,,,,,,
550,Eptacog alfa (activated),EU/3/05/333,Treatment of diffuse alveolar haemorrhage,Savara ApS,14/12/2005,,,diffuse alveolar hemorrhage,,,http://www.orpha.net/ORDO/Orphanet_90060,,,,
551,Erdosteine,EU/3/12/1067,Treatment of mercury toxicity,Rafifarm SRL,08/11/2012,,Q3731252,mercury toxicity,,,,,,,
552,Erdosteine,EU/3/12/1084,Treatment of lead toxicity,Rafifarm SRL,06/12/2012,,Q3731252,lead toxicity,,,,,,,
553,Estradiol Hemihydrate and Progesterone,EU/3/05/275,Prevention of bronchopulmonary dysplasia in premature neonates of less than 30 weeks of gestational age,Dr Frank Pohlandt,11/04/2005,,,bronchopulmonary dysplasia in premature neonates of less than 30 weeks of gestational age,,,,,,,
554,Ethyl Eicosopentaenoate,EU/3/00/013,Treatment of Huntington's disease,Amarin Neuroscience Limited,29/12/2000,,,huntingtons disease,http://purl.obolibrary.org/obo/DOID_12858,,,D006816,Q190564,,Q190564
555,Etilefrin,EU/3/02/122,Treatment of low flow priapism,Laboratoires SERB,13/11/2002,,,low flow priapism,,,,,,,
556,Everolimus,EU/3/10/764,Treatment of tuberous sclerosis,Novartis Europharm Limited,04/08/2010,VotubiaEU/1/11/71006/09/2011,Q421052,tuberos sclerosis,http://purl.obolibrary.org/obo/DOID_13515,,http://www.orpha.net/ORDO/Orphanet_805,D014402,Q1362721,,Q1362721
557,Exenatide,EU/3/16/1629,Treatment of idiopathic intracranial hypertension,Alan Boyd Consultants Ltd,21/03/2016,,Q417762,idiopathic intracranial hypertension,http://purl.obolibrary.org/obo/DOID_11459,,http://www.orpha.net/ORDO/Orphanet_238624,D011559,Q741208,,Q741208
558,Exendin (9-39),EU/3/16/1750,Treatment of noninsulinoma pancreatogenous hypoglycaemia syndrome,Eiger Biopharmaceuticals Europe Limited,14/10/2016,,Q2070105,noninsulinoma pancreatogenos hypoglycemia syndrome,,,,,,,
559,Exisulind,EU/3/14/1387,Treatment of familial cerebral cavernous malformations,Firc Institute of Molecular Oncology (IFOM),16/12/2014,,Q5420370,familial cerebral cavernos malformations,,,,,,,
560,Exon 44 specific phosphorothioate oligonucleotide,EU/3/08/598,Treatment of Duchenne muscular dystrophy,BioMarin International Limited,27/02/2009,,,duchenne muscular dystrophy,http://purl.obolibrary.org/obo/DOID_11723,,http://www.orpha.net/ORDO/Orphanet_98896,D020388,Q1648484,,Q1648484
561,Exon 45 specific phosphorothioate oligonucleotide,EU/3/12/991,Treatment of Duchenne muscular dystrophy,BioMarin International Limited,26/04/2012,,,duchenne muscular dystrophy,http://purl.obolibrary.org/obo/DOID_11723,,http://www.orpha.net/ORDO/Orphanet_98896,D020388,Q1648484,,Q1648484
562,Exon 51 specific phosphorothioate oligonucleotide,EU/3/08/599,Treatment of Duchenne muscular dystrophy,BioMarin International Limited,27/02/2009,,Q27088998,duchenne muscular dystrophy,http://purl.obolibrary.org/obo/DOID_11723,,http://www.orpha.net/ORDO/Orphanet_98896,D020388,Q1648484,,Q1648484
563,Exon 52 specific phosphorothioate oligonucleotide,EU/3/12/1077,Treatment of Duchenne muscular dystrophy,BioMarin International Limited,06/12/2012,,,duchenne muscular dystrophy,http://purl.obolibrary.org/obo/DOID_11723,,http://www.orpha.net/ORDO/Orphanet_98896,D020388,Q1648484,,Q1648484
564,Exon 53 specific phosphorothioate oligonucleotide,EU/3/12/992,Treatment of Duchenne muscular dystrophy,BioMarin International Limited,26/04/2012,,,duchenne muscular dystrophy,http://purl.obolibrary.org/obo/DOID_11723,,http://www.orpha.net/ORDO/Orphanet_98896,D020388,Q1648484,,Q1648484
565,Exon 55 specific phosphorothioate oligonucleotide,EU/3/12/1078,Treatment of Duchenne muscular dystrophy,BioMarin International Limited,06/12/2012,,,duchenne muscular dystrophy,http://purl.obolibrary.org/obo/DOID_11723,,http://www.orpha.net/ORDO/Orphanet_98896,D020388,Q1648484,,Q1648484
566,Expanded human allogeneic mesenchymal adult stem cells extracted from adipose tissue,EU/3/09/667,Treatment of anal fistula,TiGenix S.A.U.,08/10/2009,,,anal fistula,http://purl.obolibrary.org/obo/DOID_0060328,http://purl.obolibrary.org/obo/HP_0010447,,D012003,Q484765,,
